"ticket","year","country","error","mape","disper","esg_score","esg_comb","env_pillar","social_pillar","gov_pillar","qanalyst"
"005300.KS",2018,"Korea; Republic (S. Korea)",2.344,0.002,0.362,25.76,25.76,15,18.96,53.12,12
"005300.KS",2019,"Korea; Republic (S. Korea)",2.344,0.002,0.237,32.16,32.16,38.17,25.7,36.81,13
"005300.KS",2020,"Korea; Republic (S. Korea)",2.344,0.002,0.362,31.37,31.37,39.02,27.02,30.2,11
"005300.KS",2021,"Korea; Republic (S. Korea)",2.344,0.002,0.206,66.31,66.31,68.89,62.85,69.59,13
"005300.KS",2022,"Korea; Republic (S. Korea)",2.344,0.002,0.23,59.98,59.98,63.5,56.78,61.65,12
"005300.KS",2023,"Korea; Republic (S. Korea)",2.344,0.002,0.06,15,15,15,17,15,33
"005380.KS",2014,"Korea; Republic (S. Korea)",0.846,0.002,0.117,62.72,43.17,62.66,64.24,60.22,42
"005380.KS",2015,"Korea; Republic (S. Korea)",0.607,0.002,0.117,71.09,59.58,69.55,74.55,67.34,41
"005380.KS",2016,"Korea; Republic (S. Korea)",2.344,0.002,0.095,68.36,47.04,67.52,75.41,57.53,41
"005380.KS",2017,"Korea; Republic (S. Korea)",1.535,0.002,0.157,71.14,48.07,72.69,76,56.15,38
"005380.KS",2018,"Korea; Republic (S. Korea)",0.306,0.002,0.166,71.59,48.3,74,75.69,48.49,32
"005380.KS",2019,"Korea; Republic (S. Korea)",0.807,0.002,0.125,74,50.93,74,73.25,66.32,28
"005380.KS",2020,"Korea; Republic (S. Korea)",0.689,0.002,0.132,70.96,61.83,74,76,35.7,29
"005380.KS",2021,"Korea; Republic (S. Korea)",0,0,0.115,74,74,74,76,43,32
"005380.KS",2022,"Korea; Republic (S. Korea)",0,0,0.132,74,39.49,74,76,54.94,32
"005380.KS",2023,"Korea; Republic (S. Korea)",0,0,0.114,15,15,15,17,15,33
"005490.KS",2014,"Korea; Republic (S. Korea)",0,0,0,74,44.9,74,76,70.43,36
"005490.KS",2015,"Korea; Republic (S. Korea)",2.344,0.002,0.231,74,74,74,76,71.63,35
"005490.KS",2016,"Korea; Republic (S. Korea)",0.023,0.002,0.362,74,74,74,76,61.98,31
"005490.KS",2017,"Korea; Republic (S. Korea)",2.344,0.002,0.088,74,74,74,76,51.62,33
"005490.KS",2018,"Korea; Republic (S. Korea)",2.344,0.002,0.091,74,74,74,76,73.02,30
"005490.KS",2019,"Korea; Republic (S. Korea)",2.344,0.002,0.111,74,74,74,76,73.86,31
"005490.KS",2020,"Korea; Republic (S. Korea)",2.344,0.002,0.107,74,74,74,76,72.07,28
"005490.KS",2021,"Korea; Republic (S. Korea)",2.344,0.002,0.163,74,52.82,74,76,77,25
"005490.KS",2022,"Korea; Republic (S. Korea)",2.344,0.002,0.142,74,74,74,76,76.34,23
"005490.KS",2023,"Korea; Republic (S. Korea)",2.344,0.002,0.078,15,15,15,17,15,23
"005930.KS",2014,"Korea; Republic (S. Korea)",0,0,0,74,46.89,74,76,76.88,53
"005930.KS",2015,"Korea; Republic (S. Korea)",0.776,0.002,0.1,74,68.43,74,76,77,49
"005930.KS",2016,"Korea; Republic (S. Korea)",0.75,0.002,0.065,74,45.52,74,76,77,44
"005930.KS",2017,"Korea; Republic (S. Korea)",0.804,0.002,0.071,74,45.7,74,76,77,41
"005930.KS",2018,"Korea; Republic (S. Korea)",0.652,0.002,0.076,74,54.23,74,76,77,42
"005930.KS",2019,"Korea; Republic (S. Korea)",0.583,0.002,0.063,74,49.31,62.6,76,77,41
"005930.KS",2020,"Korea; Republic (S. Korea)",0.78,0.002,0.05,74,48.6,63.03,76,77,45
"005930.KS",2021,"Korea; Republic (S. Korea)",0.67,0.002,0.093,74,47.1,61.46,76,77,44
"005930.KS",2022,"Korea; Republic (S. Korea)",0.659,0.002,0.055,74,42.31,62.88,76,73.73,42
"005930.KS",2023,"Korea; Republic (S. Korea)",0.692,0.002,0.057,15,15,15,17,15,40
"006260.KS",2014,"Korea; Republic (S. Korea)",0,0,0.244,56.43,56.43,73.1,67.95,21.33,11
"006260.KS",2015,"Korea; Republic (S. Korea)",1,0.002,0.362,62.26,62.26,74,71.98,32.05,7
"006260.KS",2016,"Korea; Republic (S. Korea)",0.998,0.002,0.186,63,63,73.96,76,22.5,8
"006260.KS",2017,"Korea; Republic (S. Korea)",0.997,0.002,0.07,54.66,54.66,64.3,73.48,18.41,8
"006260.KS",2018,"Korea; Republic (S. Korea)",0.996,0.002,0.152,52.71,52.71,63.07,70.03,17.56,8
"006260.KS",2019,"Korea; Republic (S. Korea)",0.999,0.002,0.268,49.41,49.41,61.31,68.12,15,6
"006260.KS",2020,"Korea; Republic (S. Korea)",0.999,0.002,0.269,56.42,56.42,67.74,72.58,21.66,9
"006260.KS",2021,"Korea; Republic (S. Korea)",0.998,0.002,0.09,46.66,46.66,52.69,62.99,18.01,7
"006260.KS",2022,"Korea; Republic (S. Korea)",0.996,0.002,0.146,45.09,45.09,53.47,58.92,16.9,7
"006260.KS",2023,"Korea; Republic (S. Korea)",0.998,0.002,0.191,15,15,15,17,15,10
"006360.KS",2014,"Korea; Republic (S. Korea)",1.18,0.002,0.362,74,42.49,74,76,68.51,29
"006360.KS",2015,"Korea; Republic (S. Korea)",0.006,0.002,0.345,74,74,74,76,50.56,33
"006360.KS",2016,"Korea; Republic (S. Korea)",0.685,0.002,0.362,74,74,74,76,48.98,33
"006360.KS",2017,"Korea; Republic (S. Korea)",1.291,0.002,0.362,72.4,72.4,74,76,36.92,29
"006360.KS",2018,"Korea; Republic (S. Korea)",0.335,0.002,0.078,74,74,74,76,51.73,31
"006360.KS",2019,"Korea; Republic (S. Korea)",0.127,0.002,0.107,74,74,74,76,48.01,28
"006360.KS",2020,"Korea; Republic (S. Korea)",0.491,0.002,0.116,74,74,74,76,63.95,27
"006360.KS",2021,"Korea; Republic (S. Korea)",0,0,0.109,74,74,74,76,72.1,24
"006360.KS",2022,"Korea; Republic (S. Korea)",0.497,0.002,0.111,74,74,74,76,51.95,23
"006360.KS",2023,"Korea; Republic (S. Korea)",1.182,0.002,0.284,15,15,15,17,15,23
"006400.KS",2014,"Korea; Republic (S. Korea)",0.797,0.002,0.362,71.54,51.68,73.64,70.02,70.45,40
"006400.KS",2015,"Korea; Republic (S. Korea)",0.437,0.002,0.151,65.6,65.6,69.45,61.65,64.87,32
"006400.KS",2016,"Korea; Republic (S. Korea)",0.369,0.002,0.131,62.32,62.32,74,56.73,52.6,35
"006400.KS",2017,"Korea; Republic (S. Korea)",1.858,0.002,0.098,61.05,61.05,74,54.21,44.41,34
"006400.KS",2018,"Korea; Republic (S. Korea)",2.344,0.002,0.075,58.6,58.6,74,55.54,36.56,34
"006400.KS",2019,"Korea; Republic (S. Korea)",2.344,0.002,0.095,65.78,65.78,74,59.62,54.85,35
"006400.KS",2020,"Korea; Republic (S. Korea)",2.344,0.002,0.157,72.24,72.24,74,76,49.6,36
"006400.KS",2021,"Korea; Republic (S. Korea)",2.344,0.002,0.064,74,74,74,76,59.4,34
"006400.KS",2022,"Korea; Republic (S. Korea)",2.344,0.002,0.073,74,74,74,76,72.01,33
"006400.KS",2023,"Korea; Republic (S. Korea)",2.344,0.002,0.083,15,15,15,17,15,33
"007070.KS",2014,"Korea; Republic (S. Korea)",1,0.002,0,15,15,15,17,15,25
"007070.KS",2015,"Korea; Republic (S. Korea)",0.758,0.002,0.038,15,15,15,17,16.67,24
"007070.KS",2016,"Korea; Republic (S. Korea)",0,0,0.047,15,15,15,17,16.83,25
"007070.KS",2017,"Korea; Republic (S. Korea)",0,0,0.227,15,15,15,17,18.91,26
"007070.KS",2018,"Korea; Republic (S. Korea)",0.817,0.002,0.071,15,15,15,17,25.21,23
"007070.KS",2019,"Korea; Republic (S. Korea)",0.832,0.002,0.056,16.4,16.4,15,17,31.65,26
"007070.KS",2020,"Korea; Republic (S. Korea)",0.834,0.002,0.083,15,15,15.74,17,21.05,24
"007070.KS",2021,"Korea; Republic (S. Korea)",0.788,0.002,0.13,26.38,26.38,17.67,22.39,39.7,24
"007070.KS",2022,"Korea; Republic (S. Korea)",0,0,0.362,24.91,24.91,20.07,18.15,39.57,21
"007070.KS",2023,"Korea; Republic (S. Korea)",0,0,0.21,34.18,34.18,56.44,17,49.08,23
"007310.KS",2014,"Korea; Republic (S. Korea)",1,0.002,0.042,15,15,15,17,15,5
"007310.KS",2015,"Korea; Republic (S. Korea)",0.999,0.002,0.048,15,15,15,17,17.69,7
"007310.KS",2016,"Korea; Republic (S. Korea)",0.999,0.002,0.058,15,15,15,17,15,9
"007310.KS",2017,"Korea; Republic (S. Korea)",0.999,0.002,0.028,15,15,15,17,15,10
"007310.KS",2018,"Korea; Republic (S. Korea)",0.999,0.002,0.057,15,15,15,17,15,11
"007310.KS",2019,"Korea; Republic (S. Korea)",0.999,0.002,0.127,15,15,15,17,15,8
"007310.KS",2020,"Korea; Republic (S. Korea)",0.999,0.002,0.065,29,29,46.14,28.13,15,6
"007310.KS",2021,"Korea; Republic (S. Korea)",0.998,0.002,0.056,27.58,27.58,45.08,28.37,15,3
"007310.KS",2022,"Korea; Republic (S. Korea)",0.998,0.002,0.088,31.83,31.83,45.45,26.34,26.33,2
"007310.KS",2023,"Korea; Republic (S. Korea)",0.995,0.002,0.102,15,15,15,17,15,1
"008770.KS",2014,"Korea; Republic (S. Korea)",0,0,0,15,15,15,17,15,22
"008770.KS",2015,"Korea; Republic (S. Korea)",0,0,0.1,16.85,16.85,15,17,44.44,31
"008770.KS",2016,"Korea; Republic (S. Korea)",0,0,0.362,18.18,18.18,15,17,52.56,24
"008770.KS",2017,"Korea; Republic (S. Korea)",0,0,0.355,17.02,17.02,15,17,53.41,24
"008770.KS",2018,"Korea; Republic (S. Korea)",0,0,0.17,24.64,24.64,15,17,69.81,26
"008770.KS",2019,"Korea; Republic (S. Korea)",2.344,0.002,0.101,23.3,23.3,15,17,65.1,27
"008770.KS",2020,"Korea; Republic (S. Korea)",2.344,0.002,0.08,25.63,25.63,15,17,74.89,26
"008770.KS",2021,"Korea; Republic (S. Korea)",2.344,0.002,0.059,24.94,24.94,15,17,74.88,28
"008770.KS",2022,"Korea; Republic (S. Korea)",0.664,0.002,0.362,28.04,28.04,15,17,75.44,26
"008770.KS",2023,"Korea; Republic (S. Korea)",0.453,0.002,0.362,15,15,15,17,15,23
"008930.KS",2014,"Korea; Republic (S. Korea)",0,0,0.174,15,15,15,17,15,0
"008930.KS",2015,"Korea; Republic (S. Korea)",1,0.002,0,15,15,15,17,15,0
"008930.KS",2016,"Korea; Republic (S. Korea)",1,0.002,0,15,15,15,17,15,0
"008930.KS",2017,"Korea; Republic (S. Korea)",1,0.002,0,15,15,15,17,15,0
"008930.KS",2018,"Korea; Republic (S. Korea)",1,0.002,0,15,15,15,17,15,0
"008930.KS",2019,"Korea; Republic (S. Korea)",1,0.002,0,15,15,15,17,15,0
"008930.KS",2020,"Korea; Republic (S. Korea)",1,0.002,0,15,15,15,17,15,0
"008930.KS",2021,"Korea; Republic (S. Korea)",1,0.002,0,15,15,15,17,15,0
"008930.KS",2022,"Korea; Republic (S. Korea)",1,0.002,0,15,15,15,17,15,0
"008930.KS",2023,"Korea; Republic (S. Korea)",0,0,0,15,15,15,17,15,0
"009150.KS",2014,"Korea; Republic (S. Korea)",2.344,0.002,0.233,74,68.35,74,75.06,71.97,39
"009150.KS",2015,"Korea; Republic (S. Korea)",2.344,0.002,0.362,73.46,73.46,74,65.37,74.17,38
"009150.KS",2016,"Korea; Republic (S. Korea)",1.659,0.002,0.362,71.24,71.24,74,63.61,69.79,35
"009150.KS",2017,"Korea; Republic (S. Korea)",2.344,0.002,0.106,73.25,73.25,69.66,71.93,77,33
"009150.KS",2018,"Korea; Republic (S. Korea)",2.344,0.002,0.05,74,74,70.78,76,77,32
"009150.KS",2019,"Korea; Republic (S. Korea)",2.344,0.002,0.207,74,74,70.34,76,77,32
"009150.KS",2020,"Korea; Republic (S. Korea)",2.344,0.002,0.116,74,74,74,76,67.64,31
"009150.KS",2021,"Korea; Republic (S. Korea)",2.344,0.002,0.039,74,74,74,76,77,29
"009150.KS",2022,"Korea; Republic (S. Korea)",2.344,0.002,0.055,74,74,74,76,77,33
"009150.KS",2023,"Korea; Republic (S. Korea)",2.344,0.002,0.103,74,74,74,76,77,33
"009240.KS",2014,"Korea; Republic (S. Korea)",0,0,0,15,15,15,17,15.46,12
"009240.KS",2015,"Korea; Republic (S. Korea)",2.344,0.002,0.116,15,15,15,17,18.37,16
"009240.KS",2016,"Korea; Republic (S. Korea)",2.344,0.002,0.136,15,15,15,17,15,19
"009240.KS",2017,"Korea; Republic (S. Korea)",2.344,0.002,0.125,15,15,15,17,15,16
"009240.KS",2018,"Korea; Republic (S. Korea)",2.344,0.002,0.147,15,15,15,18.67,15.86,19
"009240.KS",2019,"Korea; Republic (S. Korea)",2.344,0.002,0.311,36.92,36.92,39.82,33.87,37.66,22
"009240.KS",2020,"Korea; Republic (S. Korea)",2.344,0.002,0.362,38.23,38.23,45.26,37.04,30.64,21
"009240.KS",2021,"Korea; Republic (S. Korea)",2.344,0.002,0.158,60.31,60.31,59.79,76,33.33,18
"009240.KS",2022,"Korea; Republic (S. Korea)",2.344,0.002,0.157,15,15,15,17,15,16
"009240.KS",2023,"Korea; Republic (S. Korea)",0.449,0.002,0.362,15,15,15,17,15,16
"009540.KS",2014,"Korea; Republic (S. Korea)",2.344,0.002,0,63.31,59.07,74,40.98,72.14,38
"009540.KS",2015,"Korea; Republic (S. Korea)",2.344,0.002,0.343,54.2,54.2,68.01,32.17,66.53,33
"009540.KS",2016,"Korea; Republic (S. Korea)",2.344,0.002,0.329,58.42,58.42,68.21,41.62,68.71,26
"009540.KS",2017,"Korea; Republic (S. Korea)",2.344,0.002,0.118,55.42,55.42,68.33,41.07,58.73,27
"009540.KS",2018,"Korea; Republic (S. Korea)",2.344,0.002,0.125,56.51,34.03,67.23,36.86,69.42,25
"009540.KS",2019,"Korea; Republic (S. Korea)",2.344,0.002,0.227,46.65,29.78,69.06,34.88,35.19,24
"009540.KS",2020,"Korea; Republic (S. Korea)",2.344,0.002,0.319,64.06,64.06,70.38,61.62,59.69,24
"009540.KS",2021,"Korea; Republic (S. Korea)",1.18,0.002,0.362,70.85,44.12,74,69.66,57.12,14
"009540.KS",2022,"Korea; Republic (S. Korea)",2.229,0.002,0.335,74,74,74,76,66.65,14
"009540.KS",2023,"Korea; Republic (S. Korea)",1.014,0.002,0.362,15,15,15,17,15,12
"009830.KS",2014,"Korea; Republic (S. Korea)",0,0,0.302,54.5,54.5,64.83,74.98,26.42,23
"009830.KS",2015,"Korea; Republic (S. Korea)",0.746,0.002,0.293,53.13,53.13,59.1,67.99,34.47,20
"009830.KS",2016,"Korea; Republic (S. Korea)",0,0,0.067,50.35,50.35,46.69,56.73,49.4,18
"009830.KS",2017,"Korea; Republic (S. Korea)",0,0,0.058,44.87,44.87,43.87,58.5,35.11,23
"009830.KS",2018,"Korea; Republic (S. Korea)",0,0,0.203,61.25,61.25,59.71,75.47,51.63,23
"009830.KS",2019,"Korea; Republic (S. Korea)",0.716,0.002,0.239,63.88,63.88,60.93,76,57.44,22
"009830.KS",2020,"Korea; Republic (S. Korea)",0,0,0.059,72.78,72.78,72.43,75.54,70.98,20
"009830.KS",2021,"Korea; Republic (S. Korea)",2.344,0.002,0.133,65.51,65.51,72,74.03,51.34,21
"009830.KS",2022,"Korea; Republic (S. Korea)",1.05,0.002,0.144,56.38,56.38,66.76,72.8,31.99,20
"009830.KS",2023,"Korea; Republic (S. Korea)",0.44,0.002,0.3,15,15,15,17,15,23
"010060.KS",2014,"Korea; Republic (S. Korea)",0.826,0.002,0.059,68.4,68.4,74,57.28,75.82,19
"010060.KS",2015,"Korea; Republic (S. Korea)",1.111,0.002,0.362,61.12,61.12,63.05,54.82,68.37,14
"010060.KS",2016,"Korea; Republic (S. Korea)",0.537,0.002,0.266,54.54,54.54,60.33,41.93,65.67,13
"010060.KS",2017,"Korea; Republic (S. Korea)",0.43,0.002,0.096,58.78,58.78,56.34,58.88,62.94,10
"010060.KS",2018,"Korea; Republic (S. Korea)",0.56,0.002,0.096,55.49,55.49,55.71,57.04,52.5,9
"010060.KS",2019,"Korea; Republic (S. Korea)",0.877,0.002,0.17,60.6,60.6,55.17,56.25,77,8
"010060.KS",2020,"Korea; Republic (S. Korea)",1.134,0.002,0.213,63.2,63.2,58.44,57.46,77,8
"010060.KS",2021,"Korea; Republic (S. Korea)",1.092,0.002,0.308,57.46,57.46,53.77,57.44,64.02,4
"010060.KS",2022,"Korea; Republic (S. Korea)",0.01,0.002,0.061,62.42,62.42,61.05,60.21,68.56,4
"010060.KS",2023,"Korea; Republic (S. Korea)",2.344,0.002,0.102,61.43,61.43,58.32,62.31,65.4,4
"010120.KS",2014,"Korea; Republic (S. Korea)",0.982,0.002,0,46.48,46.48,57.08,49.95,29.21,8
"010120.KS",2015,"Korea; Republic (S. Korea)",1.763,0.002,0.045,47.83,47.83,61.42,49.42,29.45,6
"010120.KS",2016,"Korea; Republic (S. Korea)",1.637,0.002,0.111,56.78,56.78,63.67,76,22.51,11
"010120.KS",2017,"Korea; Republic (S. Korea)",0.79,0.002,0.094,56.25,56.25,66.2,71.21,24.7,10
"010120.KS",2018,"Korea; Republic (S. Korea)",1.755,0.002,0.049,57.12,57.12,68.76,62.13,36.59,10
"010120.KS",2019,"Korea; Republic (S. Korea)",2.344,0.002,0.036,63.11,63.11,69.33,62.76,56.1,7
"010120.KS",2020,"Korea; Republic (S. Korea)",2.344,0.002,0.045,59.81,59.81,74,66.73,31.36,9
"010120.KS",2021,"Korea; Republic (S. Korea)",1.812,0.002,0.091,60.77,60.77,74,67.08,32.87,11
"010120.KS",2022,"Korea; Republic (S. Korea)",2.344,0.002,0.07,63.43,63.43,74,71.36,33.92,6
"010120.KS",2023,"Korea; Republic (S. Korea)",1.116,0.002,0.137,15,15,15,17,15,11
"010130.KS",2014,"Korea; Republic (S. Korea)",0,0,0.166,15,15,16.26,17,15,28
"010130.KS",2015,"Korea; Republic (S. Korea)",2.344,0.002,0.039,15,15,18.72,17,15,23
"010130.KS",2016,"Korea; Republic (S. Korea)",2.344,0.002,0.079,15,15,20.5,17,15,21
"010130.KS",2017,"Korea; Republic (S. Korea)",2.344,0.002,0.04,15,15,18.97,17,15,23
"010130.KS",2018,"Korea; Republic (S. Korea)",2.344,0.002,0.04,32.08,32.08,49.2,26.25,17.07,18
"010130.KS",2019,"Korea; Republic (S. Korea)",2.344,0.002,0.056,32.07,32.07,46.94,23.91,24.13,21
"010130.KS",2020,"Korea; Republic (S. Korea)",2.344,0.002,0.033,51.67,51.67,61.9,51.92,36.57,17
"010130.KS",2021,"Korea; Republic (S. Korea)",2.344,0.002,0.071,51.31,51.31,63.84,58.47,21.61,17
"010130.KS",2022,"Korea; Republic (S. Korea)",2.344,0.002,0.034,54.45,54.45,63.13,58.37,35.61,18
"010130.KS",2023,"Korea; Republic (S. Korea)",2.344,0.002,0.151,15,15,15,17,15,17
"010140.KS",2014,"Korea; Republic (S. Korea)",0.873,0.002,0.169,51.11,51.11,46.87,52.52,54.34,38
"010140.KS",2015,"Korea; Republic (S. Korea)",0.873,0.002,0.268,59.69,59.69,65.15,43.96,73.77,32
"010140.KS",2016,"Korea; Republic (S. Korea)",1.637,0.002,0.282,55.11,34.37,61.59,45.26,60.24,25
"010140.KS",2017,"Korea; Republic (S. Korea)",1.132,0.002,0.362,56.94,56.94,62.51,38.15,74.89,28
"010140.KS",2018,"Korea; Republic (S. Korea)",1.565,0.002,0.209,59.14,59.14,68.7,53.62,54.92,26
"010140.KS",2019,"Korea; Republic (S. Korea)",1.092,0.002,0.251,63.58,40.66,73.6,57.02,60.15,25
"010140.KS",2020,"Korea; Republic (S. Korea)",1.157,0.002,0.174,59.75,59.75,70.57,44.6,66.61,25
"010140.KS",2021,"Korea; Republic (S. Korea)",2.344,0.002,0.261,51.19,51.19,69.74,38,46.22,17
"010140.KS",2022,"Korea; Republic (S. Korea)",2.344,0.002,0.248,52.63,52.63,69.99,43.52,43.75,16
"010140.KS",2023,"Korea; Republic (S. Korea)",1.976,0.002,0.331,15,15,15,17,15,20
"010620.KS",2014,"Korea; Republic (S. Korea)",2.344,0.002,0.096,15.24,15.24,15,17,43.22,29
"010620.KS",2015,"Korea; Republic (S. Korea)",2.344,0.002,0.171,19.17,19.17,15,17,63.06,28
"010620.KS",2016,"Korea; Republic (S. Korea)",0.817,0.002,0.362,15,15,15,17,48.19,24
"010620.KS",2017,"Korea; Republic (S. Korea)",2.344,0.002,0.156,15.06,15.06,15,17,44.22,26
"010620.KS",2018,"Korea; Republic (S. Korea)",2.344,0.002,0.263,26.59,26.59,15,24.97,46.36,23
"010620.KS",2019,"Korea; Republic (S. Korea)",2.313,0.002,0.273,26.86,26.86,15,30.34,43.69,22
"010620.KS",2020,"Korea; Republic (S. Korea)",1.113,0.002,0.184,42.93,32.92,35.29,41.34,54.19,22
"010620.KS",2021,"Korea; Republic (S. Korea)",0.557,0.002,0.158,48.42,48.42,43.25,43.61,60.95,15
"010620.KS",2022,"Korea; Republic (S. Korea)",2.344,0.002,0.359,46.94,46.94,42.5,47.08,52.07,18
"010620.KS",2023,"Korea; Republic (S. Korea)",0.898,0.002,0.362,15,15,15,17,15,19
"010950.KS",2014,"Korea; Republic (S. Korea)",0.996,0.002,0.057,68.72,68.72,69.15,54.94,77,38
"010950.KS",2015,"Korea; Republic (S. Korea)",0,0,0.362,67.66,67.66,64.92,58.66,77,30
"010950.KS",2016,"Korea; Republic (S. Korea)",0,0,0.112,74,74,74,76,77,36
"010950.KS",2017,"Korea; Republic (S. Korea)",0,0,0.097,74,74,74,76,77,35
"010950.KS",2018,"Korea; Republic (S. Korea)",0,0,0.083,74,74,74,76,77,35
"010950.KS",2019,"Korea; Republic (S. Korea)",0,0,0.291,74,69.66,74,76,77,32
"010950.KS",2020,"Korea; Republic (S. Korea)",0,0,0.362,74,74,74,76,74.84,29
"010950.KS",2021,"Korea; Republic (S. Korea)",0,0,0.181,74,74,74,76,75.54,29
"010950.KS",2022,"Korea; Republic (S. Korea)",0,0,0.076,74,74,74,76,73.75,22
"010950.KS",2023,"Korea; Republic (S. Korea)",0,0,0.093,74,74,72.86,76,70.97,23
"011070.KS",2014,"Korea; Republic (S. Korea)",2.344,0.002,0.362,59.09,59.09,74,63.56,27.56,37
"011070.KS",2015,"Korea; Republic (S. Korea)",2.344,0.002,0.106,66.64,66.64,74,74.8,35.64,33
"011070.KS",2016,"Korea; Republic (S. Korea)",0,0,0.147,68.23,68.23,74,74.12,39.46,31
"011070.KS",2017,"Korea; Republic (S. Korea)",2.344,0.002,0.362,72.9,72.9,74,76,45.94,30
"011070.KS",2018,"Korea; Republic (S. Korea)",2.344,0.002,0.089,71.19,71.19,74,76,39.13,35
"011070.KS",2019,"Korea; Republic (S. Korea)",2.344,0.002,0.104,60.83,60.83,66.37,72.76,40.69,30
"011070.KS",2020,"Korea; Republic (S. Korea)",2.344,0.002,0.171,66.31,66.31,74,73.69,45.91,32
"011070.KS",2021,"Korea; Republic (S. Korea)",2.344,0.002,0.224,65.11,65.11,74,76,36.76,29
"011070.KS",2022,"Korea; Republic (S. Korea)",2.344,0.002,0.066,67.05,67.05,74,72.2,47.44,30
"011070.KS",2023,"Korea; Republic (S. Korea)",2.344,0.002,0.124,74,74,74,74.85,68.38,30
"011170.KS",2014,"Korea; Republic (S. Korea)",2.344,0.002,0.292,54.8,54.8,56.01,56.95,49.03,40
"011170.KS",2015,"Korea; Republic (S. Korea)",2.344,0.002,0.123,66.66,66.66,57.92,75.52,67.08,35
"011170.KS",2016,"Korea; Republic (S. Korea)",2.344,0.002,0.081,62.93,61.47,57.24,69.71,61.51,31
"011170.KS",2017,"Korea; Republic (S. Korea)",2.344,0.002,0.103,63.34,63.34,56.74,65.88,70.68,34
"011170.KS",2018,"Korea; Republic (S. Korea)",2.344,0.002,0.033,65.15,65.15,57.16,71.24,68.92,32
"011170.KS",2019,"Korea; Republic (S. Korea)",0,0,0.05,62.81,62.81,56.15,66.55,68.26,29
"011170.KS",2020,"Korea; Republic (S. Korea)",0,0,0.138,62.13,50.86,59.99,66.05,59.28,31
"011170.KS",2021,"Korea; Republic (S. Korea)",0,0,0.245,66.81,66.81,65.69,68.29,66.29,28
"011170.KS",2022,"Korea; Republic (S. Korea)",0,0,0.12,71.16,71.16,67.92,76,63.12,23
"011170.KS",2023,"Korea; Republic (S. Korea)",0.988,0.002,0.362,15,15,15,17,15,25
"011200.KS",2014,"Korea; Republic (S. Korea)",0.969,0.002,0.051,57.47,57.47,67.99,45.34,60.62,5
"011200.KS",2015,"Korea; Republic (S. Korea)",2.344,0.002,0.362,57.42,57.42,68.49,47.79,56.66,3
"011200.KS",2016,"Korea; Republic (S. Korea)",1.78,0.002,0.242,63.38,33.47,74,51.57,60.36,0
"011200.KS",2017,"Korea; Republic (S. Korea)",0,0,0,65.62,65.62,72.35,52.68,74.36,1
"011200.KS",2018,"Korea; Republic (S. Korea)",0.75,0.002,0,63.49,63.49,74,51.78,63.51,0
"011200.KS",2019,"Korea; Republic (S. Korea)",0,0,0,74,74,74,76,71.66,0
"011200.KS",2020,"Korea; Republic (S. Korea)",0,0,0,74,74,74,76,73.46,4
"011200.KS",2021,"Korea; Republic (S. Korea)",0,0,0.362,74,74,74,76,66.54,8
"011200.KS",2022,"Korea; Republic (S. Korea)",2.344,0.002,0.249,74,73.21,74,76,56.3,8
"011200.KS",2023,"Korea; Republic (S. Korea)",2.344,0.002,0.016,15,15,15,17,15,7
"011210.KS",2014,"Korea; Republic (S. Korea)",1.022,0.002,0.362,17.66,17.66,15,23.35,20.68,39
"011210.KS",2015,"Korea; Republic (S. Korea)",2.344,0.002,0.043,20.11,20.11,16.78,17,32.95,32
"011210.KS",2016,"Korea; Republic (S. Korea)",2.344,0.002,0.036,17.03,17.03,16.75,17,27.64,30
"011210.KS",2017,"Korea; Republic (S. Korea)",2.344,0.002,0.201,31.63,31.63,29.72,29.79,37.46,26
"011210.KS",2018,"Korea; Republic (S. Korea)",0.757,0.002,0.362,24.93,24.93,30.94,25.82,15,23
"011210.KS",2019,"Korea; Republic (S. Korea)",1,0.002,0.362,45.42,45.42,45.15,57.04,25.98,21
"011210.KS",2020,"Korea; Republic (S. Korea)",0.436,0.002,0.118,62.2,62.2,66.26,76,31.24,19
"011210.KS",2021,"Korea; Republic (S. Korea)",0.936,0.002,0.245,63.89,63.89,68.64,71.45,44.34,19
"011210.KS",2022,"Korea; Republic (S. Korea)",0.674,0.002,0.131,74,74,72.41,76,63.2,17
"011210.KS",2023,"Korea; Republic (S. Korea)",2.119,0.002,0.314,15,15,15,17,15,17
"011780.KS",2014,"Korea; Republic (S. Korea)",0.546,0.002,0.159,23.54,23.54,18.78,18.57,38.69,30
"011780.KS",2015,"Korea; Republic (S. Korea)",0.43,0.002,0.129,20.74,20.74,15.32,17,35.46,22
"011780.KS",2016,"Korea; Republic (S. Korea)",2.344,0.002,0.191,20.44,20.44,15,17,41.41,26
"011780.KS",2017,"Korea; Republic (S. Korea)",2.265,0.002,0.123,26.02,26.02,16.38,19.9,49.97,28
"011780.KS",2018,"Korea; Republic (S. Korea)",2.344,0.002,0.101,27.46,27.46,17.59,20.98,52.33,23
"011780.KS",2019,"Korea; Republic (S. Korea)",0.36,0.002,0.115,42.57,42.57,50.91,26.26,58.69,24
"011780.KS",2020,"Korea; Republic (S. Korea)",1.161,0.002,0.227,34.17,34.17,51.89,25.72,23.79,25
"011780.KS",2021,"Korea; Republic (S. Korea)",2.344,0.002,0.107,55.27,55.27,60.35,45.72,64.45,21
